censusBlockId,censusYear,damagedCity,damagedStateAbbreviation,damagedZipCode,destroyed,disasterNumber,floodDamage,floodInsurance,foundationDamage,foundationDamageAmount,grossIncome,habitabilityRepairsRequired,homeOwnersInsurance,householdComposition,id,inspected,ownRent,personalPropertyEligible,ppfvl,primaryResidence,rentalAssistanceAmount,rentalAssistanceEligible,rentalAssistanceEndDate,rentalResourceCity,rentalResourceStateAbbreviation,rentalResourceZipCode,renterDamageLevel,repairAmount,repairAssistanceEligible,replacementAmount,replacementAssistanceEligible,residenceType,roofDamage,roofDamageAmount,rpfvl,sbaEligible,specialNeeds,tsaCheckedIn,tsaEligible,waterLevel
482015534011026,2017,SPRING,TX,77388,False,4332,True,False,False,,39024.0,True,True,2,5c12d6ebf2238e6fe4001cef,True,Owner,False,7594.27,True,1952.0,True,,,,,,25036.38,True,,False,House/Duplex,False,,25036.38,False,False,False,True,20
482012410001015,2017,SPRING,TX,77373,False,4332,True,False,False,,,True,False,7,5c12d8cff2238e6fe40c2e75,True,Owner,True,11793.18,True,5332.0,True,,,,,,25108.48,True,,False,House/Duplex,False,,25108.48,False,False,True,True,41
482015537002040,2017,SPRING,TX,77379,False,4332,True,False,False,,50000.0,True,True,4,5c12d7eff2238e6fe40692d7,True,Owner,False,6706.4,True,5332.0,True,,,,,,25124.62,True,,False,House/Duplex,False,,25124.62,True,False,False,True,33
483396914001024,2017,SPRING,TX,77380,False,4332,True,False,False,,41010.0,True,True,4,5c12d800f2238e6fe4070344,True,Owner,True,10571.21,True,2912.0,True,,,,,,25191.12,True,,False,House/Duplex,False,,25191.12,False,False,False,True,50
482015536002012,2017,SPRING,TX,77379,False,4332,True,False,False,,95000.0,True,True,4,5c12d77bf2238e6fe403a361,True,Owner,False,3943.47,True,2666.0,True,,,,,,25206.54,True,,False,House/Duplex,False,,25206.54,False,False,False,False,16
482015540012017,2017,SPRING,TX,77379,False,4332,True,False,False,,100000.0,True,True,4,5c12d8aff2238e6fe40b68b6,True,Owner,False,5286.4,True,2666.0,True,,,,,,25252.91,True,,False,House/Duplex,False,,25252.91,True,False,False,True,31
483396919002016,2017,SPRING,TX,77386,False,4332,True,False,False,,98000.0,True,True,3,5c12d773f2238e6fe4037161,True,Owner,False,7564.18,True,2912.0,True,,,,,,25369.85,True,,False,House/Duplex,False,,25369.85,True,False,False,True,28
483396914002013,2017,SPRING,TX,77380,False,4332,True,False,False,,1087617.0,True,True,6,5c12d72bf2238e6fe401ae74,True,Owner,False,2358.23,True,,False,,,,,,25373.28,True,,False,House/Duplex,False,,25373.28,False,False,False,False,7
482012413001029,2017,SPRING,TX,77373,False,4332,True,False,False,,72000.0,True,True,5,5c12d77bf2238e6fe403a728,True,Owner,False,11951.69,True,3688.0,True,,,,,,25410.25,True,,False,House/Duplex,False,,25410.25,False,False,True,True,32
482015537002028,2017,SPRING,TX,77379,False,4332,True,False,False,,130000.0,True,True,6,5c12d6e5f2238e6fe4fff468,True,Owner,False,3614.12,True,3380.0,True,,,,,,25524.84,True,,False,House/Duplex,False,,25524.84,False,False,False,True,30
482012410001001,2017,SPRING,TX,77373,False,4332,True,False,False,,88000.0,True,True,2,5c12d715f2238e6fe4012d5d,True,Owner,False,5481.9,True,1594.0,True,,,,,,25532.26,True,,False,House/Duplex,False,,25532.26,False,False,False,True,25
482015537002040,2017,SPRING,TX,77379,False,4332,True,False,False,,52000.0,True,False,4,5c12d768f2238e6fe40333f9,True,Owner,False,8968.17,True,2666.0,True,,,,,,25549.25,True,,False,House/Duplex,False,,25549.25,False,True,False,True,39
483396920021001,2017,SPRING,TX,77386,False,4332,True,False,False,,160000.0,True,False,4,5c12d82bf2238e6fe4082100,True,Owner,False,2994.45,True,2666.0,True,,,,,,25582.5,True,,False,House/Duplex,False,,25582.5,True,False,False,False,7
482012413002066,2017,SPRING,TX,77373,False,4332,True,False,False,,52000.0,True,True,2,5c12d8c3f2238e6fe40be6f6,True,Owner,False,6814.12,True,3546.0,True,,,,,,25583.6,True,,False,House/Duplex,False,,25583.6,False,False,False,True,31
482012410002024,2017,SPRING,TX,77373,False,4332,True,False,False,,65000.0,True,True,4,5c12d729f2238e6fe4019d1a,True,Owner,True,8073.83,True,2666.0,True,,,,,,25622.61,True,,False,House/Duplex,False,,25622.61,False,False,False,True,26
482012410001015,2017,SPRING,TX,77373,False,4332,True,False,False,,48000.0,True,True,4,5c12d7e9f2238e6fe4066dd9,True,Owner,True,8779.0,True,2666.0,True,,,,,,25695.37,True,,False,House/Duplex,False,,25695.37,False,False,False,True,37
482015534012000,2017,SPRING,TX,77388,False,4332,True,False,False,,246000.0,True,True,3,5c12d766f2238e6fe403264e,True,Owner,False,8087.94,True,2132.0,True,,,,,,25706.11,True,,False,House/Duplex,False,,25706.11,False,False,False,True,19
482012413001038,2017,SPRING,TX,77373,False,4332,True,False,False,,40000.0,True,True,5,5c12d7c0f2238e6fe4056417,True,Owner,True,4944.59,True,2876.65,True,,,,,,25733.3,True,,False,House/Duplex,False,,25750.01,False,False,True,True,25
482015534011020,2017,SPRING,TX,77388,False,4332,True,False,False,,36000.0,True,True,2,5c12d6dbf2238e6fe4ffbde1,True,Owner,False,2405.95,True,2132.0,True,,,,,,25749.27,True,,False,House/Duplex,False,,25749.27,False,False,False,False,25
483396920016016,2017,SPRING,TX,77386,False,4332,True,False,False,,79000.0,True,True,2,5c12d7e9f2238e6fe4066b86,True,Owner,False,9160.97,True,1952.0,True,,,,,,25772.11,True,,False,House/Duplex,False,,25772.11,True,False,True,True,31
482015537002052,2017,SPRING,TX,77379,False,4332,True,False,False,,64800.0,True,True,1,5c12d737f2238e6fe401f3a3,True,Owner,False,3192.12,True,3546.0,True,,,,,,25842.56,True,,False,House/Duplex,False,,25842.56,False,False,False,True,26
482015540021013,2017,SPRING,TX,77379,False,4332,True,False,False,,100000.0,True,True,2,5c12d8c8f2238e6fe40c0657,True,Owner,False,7173.57,True,,False,,,,,,25887.14,True,,False,House/Duplex,False,,25998.54,True,False,False,True,38
