censusBlockId,censusYear,damagedCity,damagedStateAbbreviation,damagedZipCode,destroyed,disasterNumber,floodDamage,floodInsurance,foundationDamage,foundationDamageAmount,grossIncome,habitabilityRepairsRequired,homeOwnersInsurance,householdComposition,id,inspected,ownRent,personalPropertyEligible,ppfvl,primaryResidence,rentalAssistanceAmount,rentalAssistanceEligible,rentalAssistanceEndDate,rentalResourceCity,rentalResourceStateAbbreviation,rentalResourceZipCode,renterDamageLevel,repairAmount,repairAssistanceEligible,replacementAmount,replacementAssistanceEligible,residenceType,roofDamage,roofDamageAmount,rpfvl,sbaEligible,specialNeeds,tsaCheckedIn,tsaEligible,waterLevel
482015405011056,2017,HOUSTON,TX,77084,False,4332,True,False,False,,36000.0,True,True,3,5c12d8b4f2238e6fe40b8b4c,True,Owner,False,8701.83,True,2912.0,True,,,,,,25013.85,True,,False,House/Duplex,False,,25013.85,False,False,False,True,48
482014506003015,2017,HOUSTON,TX,77079,False,4332,True,False,False,,,True,True,3,5c12d6dff2238e6fe4ffd09c,True,Owner,False,5193.76,True,2132.0,True,,,,,,25014.38,True,,False,Townhouse,True,493.36,25014.38,False,False,False,True,84
482012311003003,2017,HOUSTON,TX,77078,False,4332,True,False,False,,42000.0,True,True,3,5c12d769f2238e6fe403377a,True,Owner,False,7745.72,True,1952.0,True,,,,,,25015.99,True,,False,House/Duplex,False,,25015.99,False,False,False,True,26
482012124002046,2017,HOUSTON,TX,77020,False,4332,True,False,False,,20280.0,True,True,3,5c12d86cf2238e6fe409bcab,True,Owner,True,11660.48,True,2912.0,True,,,,,,25022.53,True,,False,House/Duplex,False,,25022.53,False,False,False,True,60
482015405022019,2017,HOUSTON,TX,77084,False,4332,True,False,False,,165747.0,True,True,4,5c12d7e5f2238e6fe40653a2,True,Owner,False,5090.89,True,2666.0,True,,,,,,25031.35,True,,False,House/Duplex,False,,25031.35,True,False,False,True,45
482015407001015,2017,HOUSTON,TX,77041,False,4332,True,False,False,,28800.0,True,False,1,5c12d80ef2238e6fe40760d8,True,Owner,False,4543.82,True,1742.0,True,,,,,,25033.48,True,,False,House/Duplex,False,,25033.48,False,True,False,True,14
482014505002023,2017,HOUSTON,TX,77079,False,4332,True,False,False,,100000.0,True,True,1,5c12d727f2238e6fe401948a,True,Owner,False,7436.82,True,1742.0,True,,,,,,25033.51,True,,False,House/Duplex,False,,25033.51,False,False,False,True,28
482014316001000,2017,HOUSTON,TX,77056,False,4332,True,False,False,,300000.0,True,True,3,5c12d753f2238e6fe402adde,True,Owner,False,2004.5,True,2912.0,True,,,,,,25036.7,True,,False,House/Duplex,False,,25036.7,True,False,False,False,32
482014545013000,2017,HOUSTON,TX,77094,False,4332,True,False,False,,,True,True,3,5c12d713f2238e6fe4011c5b,True,Owner,True,6280.68,True,2132.0,True,,,,,,25040.3,True,,False,House/Duplex,False,,25040.3,True,False,True,True,24
482013316022000,2017,HOUSTON,TX,77094,False,4332,True,False,False,,250000.0,True,True,4,5c12d839f2238e6fe408794e,True,Owner,False,3381.47,True,2132.0,True,,,,,,25040.38,True,,False,House/Duplex,False,,22399.17,False,False,False,True,22
